shipment_id,supplier_id,product_id,shipment_date,expected_delivery,actual_delivery,status
SHIP-001192,SUP-003,PROD-0072,2024-07-17,2024-08-06,2024-08-13,Delayed
SHIP-001193,SUP-009,PROD-0060,2024-11-25,2024-12-11,2024-12-09,Delivered
SHIP-001194,SUP-002,PROD-0029,2024-09-14,2024-10-08,2024-10-10,Delivered
SHIP-001195,SUP-014,PROD-0040,2024-01-11,2024-01-18,2024-01-17,Delivered
SHIP-001196,SUP-003,PROD-0097,2024-01-02,2024-01-22,2024-01-22,Delivered
SHIP-001197,SUP-018,PROD-0006,2024-02-23,2024-03-16,2024-03-18,Delivered
SHIP-001198,SUP-007,PROD-0027,2024-11-05,2024-11-25,2024-11-23,Delivered
SHIP-001199,SUP-020,PROD-0008,2024-10-31,2024-11-20,2024-11-21,Delivered
SHIP-001200,SUP-007,PROD-0078,2024-06-27,2024-07-17,2024-07-17,Delivered
SHIP-001201,SUP-001,PROD-0001,2024-03-02,2024-03-09,2024-03-14,Delayed
SHIP-001202,SUP-017,PROD-0033,2024-07-18,2024-08-01,2024-08-02,Delivered
SHIP-001203,SUP-011,PROD-0085,2024-08-30,2024-09-29,2024-09-27,Delivered
SHIP-001204,SUP-015,PROD-0017,2024-05-23,2024-06-19,2024-06-20,Delivered
SHIP-001205,SUP-006,PROD-0001,2024-11-27,2024-12-16,2024-12-15,Delivered
SHIP-001206,SUP-018,PROD-0049,2024-12-10,2025-01-01,2025-01-03,Delivered
SHIP-001207,SUP-006,PROD-0036,2024-05-25,2024-06-13,2024-06-22,Delayed
SHIP-001208,SUP-013,PROD-0077,2024-06-26,2024-07-12,2024-07-14,Delivered
SHIP-001209,SUP-003,PROD-0027,2024-11-23,2024-12-13,2024-12-12,Delivered
SHIP-001210,SUP-003,PROD-0053,2024-01-06,2024-01-26,2024-01-24,Delivered
SHIP-001211,SUP-018,PROD-0026,2024-05-11,2024-06-02,2024-06-12,Delayed
SHIP-001212,SUP-010,PROD-0002,2024-02-11,2024-03-03,2024-03-09,Delayed
SHIP-001213,SUP-007,PROD-0090,2024-07-15,2024-08-04,2024-08-12,Delayed
SHIP-001214,SUP-001,PROD-0040,2024-04-26,2024-05-03,2024-05-04,Delivered
SHIP-001215,SUP-008,PROD-0098,2024-05-31,2024-06-23,2024-06-23,Delivered
SHIP-001216,SUP-009,PROD-0004,2024-03-14,2024-03-30,2024-03-31,Delivered
SHIP-001217,SUP-006,PROD-0041,2024-02-28,2024-03-18,2024-03-20,Delivered
SHIP-001218,SUP-003,PROD-0053,2024-08-12,2024-09-01,2024-09-09,Delayed
SHIP-001219,SUP-002,PROD-0078,2024-04-21,2024-05-15,2024-05-15,Delivered
SHIP-001220,SUP-014,PROD-0002,2024-07-05,2024-07-12,2024-07-12,Delivered
SHIP-001221,SUP-003,PROD-0043,2024-01-08,2024-01-28,2024-01-31,Delayed
SHIP-001222,SUP-007,PROD-0004,2024-01-26,2024-02-15,2024-02-17,Delivered
SHIP-001223,SUP-008,PROD-0059,2024-01-10,2024-02-02,2024-02-10,Delayed
SHIP-001224,SUP-010,PROD-0051,2024-06-05,2024-06-26,2024-06-26,Delivered
SHIP-001225,SUP-013,PROD-0011,2024-08-05,2024-08-21,2024-08-28,Delayed
SHIP-001226,SUP-016,PROD-0063,2024-03-10,2024-03-15,2024-03-20,Delayed
SHIP-001227,SUP-005,PROD-0073,2024-10-30,2024-11-04,2024-11-05,Delivered
SHIP-001228,SUP-010,PROD-0039,2024-11-18,2024-12-09,2024-12-11,Delivered
SHIP-001229,SUP-017,PROD-0083,2024-01-13,2024-01-27,2024-01-26,Delivered
SHIP-001230,SUP-007,PROD-0049,2024-05-13,2024-06-02,2024-06-04,Delivered
SHIP-001231,SUP-019,PROD-0096,2024-02-29,2024-03-04,2024-03-05,Delivered
SHIP-001232,SUP-005,PROD-0013,2024-12-06,2024-12-11,,Pending
SHIP-001233,SUP-017,PROD-0030,2024-08-02,2024-08-16,2024-08-16,Delivered
SHIP-001234,SUP-011,PROD-0028,2024-02-27,2024-03-28,2024-03-29,Delivered
SHIP-001235,SUP-004,PROD-0035,2024-01-07,2024-01-23,2024-01-23,Delivered
SHIP-001236,SUP-002,PROD-0052,2024-03-27,2024-04-20,2024-04-19,Delivered
SHIP-001237,SUP-002,PROD-0093,2024-12-04,2024-12-28,,Pending
SHIP-001238,SUP-003,PROD-0070,2024-08-18,2024-09-07,2024-09-06,Delivered
SHIP-001239,SUP-001,PROD-0039,2024-10-06,2024-10-13,2024-10-15,Delivered
SHIP-001240,SUP-001,PROD-0066,2024-06-26,2024-07-03,2024-07-01,Delivered
SHIP-001241,SUP-018,PROD-0067,2024-09-08,2024-09-30,2024-09-28,Delivered
SHIP-001242,SUP-002,PROD-0097,2024-02-19,2024-03-14,2024-03-15,Delivered
SHIP-001243,SUP-007,PROD-0036,2024-11-10,2024-11-30,2024-12-02,Delivered
SHIP-001244,SUP-018,PROD-0036,2024-05-17,2024-06-08,2024-06-10,Delivered
SHIP-001245,SUP-016,PROD-0048,2024-02-28,2024-03-04,2024-03-06,Delivered
SHIP-001246,SUP-008,PROD-0078,2024-04-14,2024-05-07,2024-05-09,Delivered
SHIP-001247,SUP-011,PROD-0036,2024-07-26,2024-08-25,2024-08-23,Delivered
SHIP-001248,SUP-008,PROD-0022,2024-01-14,2024-02-06,2024-02-08,Delivered
SHIP-001249,SUP-020,PROD-0069,2024-03-24,2024-04-13,2024-04-22,Delayed
SHIP-001250,SUP-014,PROD-0049,2024-11-29,2024-12-06,2024-12-06,Delivered
SHIP-001251,SUP-002,PROD-0013,2024-08-10,2024-09-03,2024-09-08,Delayed
SHIP-001252,SUP-017,PROD-0008,2024-02-01,2024-02-15,2024-02-16,Delivered
SHIP-001253,SUP-020,PROD-0065,2024-05-25,2024-06-14,2024-06-15,Delivered
SHIP-001254,SUP-013,PROD-0015,2024-09-02,2024-09-18,2024-09-19,Delivered
SHIP-001255,SUP-015,PROD-0090,2024-10-11,2024-11-07,2024-11-16,Delayed
SHIP-001256,SUP-020,PROD-0051,2024-03-27,2024-04-16,2024-04-14,Delivered
SHIP-001257,SUP-009,PROD-0002,2024-10-11,2024-10-27,2024-10-27,Delivered
SHIP-001258,SUP-010,PROD-0076,2024-01-30,2024-02-20,2024-02-18,Delivered
SHIP-001259,SUP-008,PROD-0075,2024-11-28,2024-12-21,2024-12-21,Delivered
SHIP-001260,SUP-019,PROD-0098,2024-05-06,2024-05-10,2024-05-12,Delivered
SHIP-001261,SUP-015,PROD-0064,2024-10-24,2024-11-20,2024-11-20,Delivered
SHIP-001262,SUP-003,PROD-0024,2024-08-27,2024-09-16,2024-09-21,Delayed
SHIP-001263,SUP-015,PROD-0030,2024-09-20,2024-10-17,2024-10-15,Delivered
SHIP-001264,SUP-002,PROD-0006,2024-03-14,2024-04-07,2024-04-07,Delivered
SHIP-001265,SUP-015,PROD-0074,2024-02-24,2024-03-22,2024-03-24,Delivered
SHIP-001266,SUP-015,PROD-0076,2024-12-12,2025-01-08,2025-01-16,Delayed
SHIP-001267,SUP-011,PROD-0042,2024-03-13,2024-04-12,2024-04-11,Delivered
SHIP-001268,SUP-012,PROD-0002,2024-12-10,2025-01-07,2025-01-16,Delayed
SHIP-001269,SUP-003,PROD-0083,2024-10-15,2024-11-04,2024-11-02,Delivered
SHIP-001270,SUP-020,PROD-0082,2024-10-15,2024-11-04,2024-11-07,Delayed
SHIP-001271,SUP-002,PROD-0090,2024-06-27,2024-07-21,2024-07-20,Delivered
SHIP-001272,SUP-016,PROD-0032,2024-11-05,2024-11-10,2024-11-08,Delivered
SHIP-001273,SUP-017,PROD-0074,2024-06-22,2024-07-06,2024-07-07,Delivered
SHIP-001274,SUP-019,PROD-0009,2024-09-07,2024-09-11,2024-09-09,Delivered
SHIP-001275,SUP-017,PROD-0044,2024-12-09,2024-12-23,,In Transit
SHIP-001276,SUP-012,PROD-0010,2024-01-10,2024-02-07,2024-02-08,Delivered
SHIP-001277,SUP-007,PROD-0011,2024-11-22,2024-12-12,2024-12-13,Delivered
SHIP-001278,SUP-017,PROD-0060,2024-10-30,2024-11-13,2024-11-11,Delivered
SHIP-001279,SUP-020,PROD-0057,2024-10-24,2024-11-13,2024-11-17,Delayed
SHIP-001280,SUP-017,PROD-0031,2024-01-09,2024-01-23,2024-01-24,Delivered
SHIP-001281,SUP-010,PROD-0059,2024-02-21,2024-03-13,2024-03-11,Delivered
SHIP-001282,SUP-003,PROD-0063,2024-11-04,2024-11-24,2024-11-25,Delivered
SHIP-001283,SUP-007,PROD-0057,2024-05-30,2024-06-19,2024-06-26,Delayed
SHIP-001284,SUP-007,PROD-0020,2024-06-27,2024-07-17,2024-07-24,Delayed
SHIP-001285,SUP-005,PROD-0084,2024-01-13,2024-01-18,2024-01-22,Delayed
SHIP-001286,SUP-002,PROD-0021,2024-06-07,2024-07-01,2024-07-02,Delivered
SHIP-001287,SUP-002,PROD-0067,2024-08-10,2024-09-03,2024-09-05,Delivered
SHIP-001288,SUP-002,PROD-0082,2024-11-25,2024-12-19,2024-12-17,Delivered
SHIP-001289,SUP-001,PROD-0007,2024-12-20,2024-12-27,2025-01-04,Delayed
SHIP-001290,SUP-018,PROD-0091,2024-07-09,2024-07-31,2024-08-01,Delivered
SHIP-001291,SUP-017,PROD-0026,2024-11-07,2024-11-21,2024-11-22,Delivered
SHIP-001292,SUP-001,PROD-0036,2024-11-15,2024-11-22,2024-11-23,Delivered
SHIP-001293,SUP-005,PROD-0048,2024-04-02,2024-04-07,2024-04-06,Delivered
SHIP-001294,SUP-016,PROD-0099,2024-03-25,2024-03-30,2024-03-29,Delivered
SHIP-001295,SUP-005,PROD-0095,2024-03-26,2024-03-31,2024-04-06,Delayed
SHIP-001296,SUP-003,PROD-0076,2024-09-07,2024-09-27,2024-10-03,Delayed
SHIP-001297,SUP-003,PROD-0032,2024-12-12,2025-01-01,2025-01-05,Delayed
SHIP-001298,SUP-012,PROD-0045,2024-01-21,2024-02-18,2024-02-19,Delivered
SHIP-001299,SUP-012,PROD-0085,2024-06-13,2024-07-11,2024-07-09,Delivered
SHIP-001300,SUP-003,PROD-0017,2024-05-15,2024-06-04,2024-06-03,Delivered
SHIP-001301,SUP-012,PROD-0001,2024-06-06,2024-07-04,2024-07-05,Delivered
SHIP-001302,SUP-001,PROD-0031,2024-07-22,2024-07-29,2024-07-28,Delivered
SHIP-001303,SUP-015,PROD-0071,2024-03-17,2024-04-13,2024-04-23,Delayed
SHIP-001304,SUP-009,PROD-0055,2024-07-15,2024-07-31,2024-08-04,Delayed
SHIP-001305,SUP-019,PROD-0006,2024-11-24,2024-11-28,2024-11-29,Delivered
SHIP-001306,SUP-002,PROD-0040,2024-01-18,2024-02-11,2024-02-15,Delayed
SHIP-001307,SUP-007,PROD-0098,2024-10-25,2024-11-14,2024-11-12,Delivered
SHIP-001308,SUP-007,PROD-0058,2024-03-22,2024-04-11,2024-04-10,Delivered
SHIP-001309,SUP-014,PROD-0020,2024-05-01,2024-05-08,2024-05-07,Delivered
SHIP-001310,SUP-013,PROD-0029,2024-08-14,2024-08-30,2024-08-29,Delivered
SHIP-001311,SUP-017,PROD-0072,2024-08-24,2024-09-07,2024-09-05,Delivered
SHIP-001312,SUP-008,PROD-0059,2024-02-04,2024-02-27,2024-02-25,Delivered
SHIP-001313,SUP-011,PROD-0049,2024-09-26,2024-10-26,2024-11-01,Delayed
SHIP-001314,SUP-020,PROD-0004,2024-05-27,2024-06-16,2024-06-16,Delivered
SHIP-001315,SUP-010,PROD-0073,2024-12-11,2025-01-01,2024-12-30,Delivered
SHIP-001316,SUP-013,PROD-0086,2024-10-14,2024-10-30,2024-10-28,Delivered
SHIP-001317,SUP-013,PROD-0095,2024-02-03,2024-02-19,2024-02-19,Delivered
SHIP-001318,SUP-013,PROD-0080,2024-08-24,2024-09-09,2024-09-08,Delivered
SHIP-001319,SUP-008,PROD-0020,2024-01-13,2024-02-05,2024-02-05,Delivered
SHIP-001320,SUP-001,PROD-0010,2024-08-24,2024-08-31,2024-08-30,Delivered
SHIP-001321,SUP-014,PROD-0011,2024-06-25,2024-07-02,2024-07-02,Delivered
SHIP-001322,SUP-006,PROD-0051,2024-06-14,2024-07-03,2024-07-12,Delayed
SHIP-001323,SUP-004,PROD-0092,2024-06-05,2024-06-21,2024-06-20,Delivered
SHIP-001324,SUP-004,PROD-0084,2024-02-02,2024-02-18,2024-02-19,Delivered
SHIP-001325,SUP-014,PROD-0070,2024-09-19,2024-09-26,2024-09-28,Delivered
SHIP-001326,SUP-010,PROD-0082,2024-03-31,2024-04-21,2024-04-20,Delivered
SHIP-001327,SUP-015,PROD-0097,2024-08-30,2024-09-26,2024-09-24,Delivered
SHIP-001328,SUP-017,PROD-0067,2024-01-08,2024-01-22,2024-01-24,Delivered
SHIP-001329,SUP-016,PROD-0062,2024-11-05,2024-11-10,2024-11-12,Delivered
SHIP-001330,SUP-015,PROD-0074,2024-04-09,2024-05-06,2024-05-06,Delivered
SHIP-001331,SUP-020,PROD-0040,2024-10-07,2024-10-27,2024-10-28,Delivered
SHIP-001332,SUP-006,PROD-0082,2024-09-16,2024-10-05,2024-10-03,Delivered
SHIP-001333,SUP-013,PROD-0084,2024-07-26,2024-08-11,2024-08-12,Delivered
SHIP-001334,SUP-006,PROD-0071,2024-01-06,2024-01-25,2024-01-23,Delivered
SHIP-001335,SUP-010,PROD-0027,2024-12-13,2025-01-03,2025-01-10,Delayed
SHIP-001336,SUP-011,PROD-0075,2024-09-17,2024-10-17,2024-10-15,Delivered
SHIP-001337,SUP-012,PROD-0089,2024-12-09,2025-01-06,2025-01-06,Delivered
SHIP-001338,SUP-002,PROD-0059,2024-04-04,2024-04-28,2024-04-27,Delivered
SHIP-001339,SUP-002,PROD-0037,2024-08-09,2024-09-02,2024-09-01,Delivered
SHIP-001340,SUP-008,PROD-0044,2024-05-14,2024-06-06,2024-06-04,Delivered
SHIP-001341,SUP-020,PROD-0012,2024-10-06,2024-10-26,2024-10-27,Delivered
SHIP-001342,SUP-008,PROD-0055,2024-04-13,2024-05-06,2024-05-08,Delivered
SHIP-001343,SUP-018,PROD-0028,2024-04-09,2024-05-01,2024-05-03,Delivered
SHIP-001344,SUP-012,PROD-0045,2024-02-13,2024-03-12,2024-03-11,Delivered
SHIP-001345,SUP-010,PROD-0006,2024-03-18,2024-04-08,2024-04-07,Delivered
SHIP-001346,SUP-012,PROD-0058,2024-09-23,2024-10-21,2024-10-19,Delivered
SHIP-001347,SUP-015,PROD-0012,2024-06-05,2024-07-02,2024-07-01,Delivered
SHIP-001348,SUP-007,PROD-0073,2024-01-02,2024-01-22,2024-01-28,Delayed
SHIP-001349,SUP-016,PROD-0010,2024-05-21,2024-05-26,2024-05-24,Delivered
SHIP-001350,SUP-014,PROD-0082,2024-07-24,2024-07-31,2024-08-01,Delivered
SHIP-001351,SUP-015,PROD-0076,2024-05-10,2024-06-06,2024-06-07,Delivered
SHIP-001352,SUP-012,PROD-0084,2024-04-11,2024-05-09,2024-05-10,Delivered
SHIP-001353,SUP-015,PROD-0075,2024-10-11,2024-11-07,2024-11-13,Delayed
SHIP-001354,SUP-008,PROD-0099,2024-04-29,2024-05-22,2024-06-01,Delayed
SHIP-001355,SUP-007,PROD-0033,2024-11-28,2024-12-18,2024-12-17,Delivered
SHIP-001356,SUP-002,PROD-0091,2024-11-21,2024-12-15,2024-12-17,Delivered
SHIP-001357,SUP-010,PROD-0041,2024-02-22,2024-03-14,2024-03-14,Delivered
SHIP-001358,SUP-010,PROD-0078,2024-06-25,2024-07-16,2024-07-21,Delayed
SHIP-001359,SUP-001,PROD-0077,2024-07-05,2024-07-12,2024-07-14,Delivered
SHIP-001360,SUP-017,PROD-0044,2024-05-07,2024-05-21,2024-05-20,Delivered
SHIP-001361,SUP-019,PROD-0057,2024-02-15,2024-02-19,2024-02-20,Delivered
SHIP-001362,SUP-014,PROD-0094,2024-02-02,2024-02-09,2024-02-08,Delivered
SHIP-001363,SUP-001,PROD-0060,2024-05-05,2024-05-12,2024-05-10,Delivered
SHIP-001364,SUP-012,PROD-0055,2024-08-30,2024-09-27,2024-10-07,Delayed
SHIP-001365,SUP-010,PROD-0054,2024-07-25,2024-08-15,2024-08-17,Delivered
SHIP-001366,SUP-013,PROD-0023,2024-09-09,2024-09-25,2024-09-23,Delivered
SHIP-001367,SUP-010,PROD-0063,2024-08-29,2024-09-19,2024-09-19,Delivered
SHIP-001368,SUP-001,PROD-0082,2024-09-28,2024-10-05,2024-10-03,Delivered
SHIP-001369,SUP-020,PROD-0069,2024-06-22,2024-07-12,2024-07-11,Delivered
SHIP-001370,SUP-001,PROD-0031,2024-10-27,2024-11-03,2024-11-04,Delivered
SHIP-001371,SUP-016,PROD-0088,2024-10-01,2024-10-06,2024-10-08,Delivered
SHIP-001372,SUP-011,PROD-0080,2024-09-18,2024-10-18,2024-10-19,Delivered
SHIP-001373,SUP-020,PROD-0062,2024-11-08,2024-11-28,2024-11-30,Delivered
SHIP-001374,SUP-011,PROD-0035,2024-11-27,2024-12-27,2024-12-29,Delivered
SHIP-001375,SUP-019,PROD-0089,2024-04-24,2024-04-28,2024-05-01,Delayed
SHIP-001376,SUP-012,PROD-0096,2024-10-11,2024-11-08,2024-11-13,Delayed
SHIP-001377,SUP-020,PROD-0096,2024-08-17,2024-09-06,2024-09-08,Delivered
SHIP-001378,SUP-011,PROD-0079,2024-02-19,2024-03-20,2024-03-22,Delivered
SHIP-001379,SUP-006,PROD-0048,2024-06-27,2024-07-16,2024-07-16,Delivered
SHIP-001380,SUP-009,PROD-0026,2024-05-05,2024-05-21,2024-05-30,Delayed
SHIP-001381,SUP-011,PROD-0012,2024-10-29,2024-11-28,2024-11-27,Delivered
SHIP-001382,SUP-012,PROD-0044,2024-05-04,2024-06-01,2024-06-06,Delayed
SHIP-001383,SUP-003,PROD-0076,2024-01-22,2024-02-11,2024-02-11,Delivered
SHIP-001384,SUP-020,PROD-0070,2024-09-18,2024-10-08,2024-10-06,Delivered
SHIP-001385,SUP-001,PROD-0081,2024-06-23,2024-06-30,2024-06-29,Delivered
SHIP-001386,SUP-017,PROD-0079,2024-04-28,2024-05-12,2024-05-21,Delayed
SHIP-001387,SUP-003,PROD-0029,2024-09-12,2024-10-02,2024-09-30,Delivered
SHIP-001388,SUP-009,PROD-0058,2024-12-13,2024-12-29,2024-12-30,Delivered
SHIP-001389,SUP-010,PROD-0078,2024-02-13,2024-03-05,2024-03-03,Delivered
SHIP-001390,SUP-016,PROD-0012,2024-03-18,2024-03-23,2024-03-21,Delivered
SHIP-001391,SUP-009,PROD-0080,2024-05-10,2024-05-26,2024-05-24,Delivered
SHIP-001392,SUP-010,PROD-0049,2024-03-22,2024-04-12,2024-04-14,Delivered
SHIP-001393,SUP-002,PROD-0060,2024-04-13,2024-05-07,2024-05-06,Delivered
SHIP-001394,SUP-017,PROD-0030,2024-05-25,2024-06-08,2024-06-08,Delivered
SHIP-001395,SUP-006,PROD-0024,2024-09-14,2024-10-03,2024-10-02,Delivered
SHIP-001396,SUP-006,PROD-0090,2024-04-19,2024-05-08,2024-05-10,Delivered
SHIP-001397,SUP-008,PROD-0040,2024-11-27,2024-12-20,2024-12-29,Delayed
SHIP-001398,SUP-017,PROD-0043,2024-12-25,2025-01-08,2025-01-07,Delivered
SHIP-001399,SUP-003,PROD-0074,2024-03-07,2024-03-27,2024-04-06,Delayed
SHIP-001400,SUP-001,PROD-0015,2024-07-27,2024-08-03,2024-08-04,Delivered
SHIP-001401,SUP-002,PROD-0011,2024-04-06,2024-04-30,2024-04-30,Delivered
SHIP-001402,SUP-006,PROD-0064,2024-11-23,2024-12-12,2024-12-11,Delivered
SHIP-001403,SUP-005,PROD-0075,2024-07-27,2024-08-01,2024-08-03,Delivered
SHIP-001404,SUP-011,PROD-0014,2024-01-26,2024-02-25,2024-02-26,Delivered
SHIP-001405,SUP-009,PROD-0043,2024-05-29,2024-06-14,2024-06-15,Delivered
SHIP-001406,SUP-002,PROD-0022,2024-10-30,2024-11-23,2024-11-22,Delivered
SHIP-001407,SUP-009,PROD-0099,2024-07-31,2024-08-16,2024-08-15,Delivered
SHIP-001408,SUP-015,PROD-0037,2024-12-11,2025-01-07,2025-01-07,Delivered
SHIP-001409,SUP-018,PROD-0028,2024-02-13,2024-03-06,2024-03-13,Delayed
SHIP-001410,SUP-002,PROD-0093,2024-06-30,2024-07-24,2024-07-25,Delivered
SHIP-001411,SUP-019,PROD-0089,2024-08-19,2024-08-23,2024-08-24,Delivered
SHIP-001412,SUP-004,PROD-0085,2024-09-25,2024-10-11,2024-10-10,Delivered
SHIP-001413,SUP-006,PROD-0050,2024-12-18,2025-01-06,2025-01-06,Delivered
SHIP-001414,SUP-001,PROD-0047,2024-07-30,2024-08-06,2024-08-08,Delivered
SHIP-001415,SUP-013,PROD-0085,2024-12-23,2025-01-08,2025-01-08,Delivered
SHIP-001416,SUP-010,PROD-0081,2024-10-16,2024-11-06,2024-11-12,Delayed
SHIP-001417,SUP-018,PROD-0037,2024-11-13,2024-12-05,2024-12-14,Delayed
SHIP-001418,SUP-011,PROD-0079,2024-01-20,2024-02-19,2024-02-19,Delivered
SHIP-001419,SUP-009,PROD-0092,2024-05-16,2024-06-01,2024-05-31,Delivered
SHIP-001420,SUP-017,PROD-0074,2024-06-28,2024-07-12,2024-07-13,Delivered
SHIP-001421,SUP-013,PROD-0081,2024-09-11,2024-09-27,2024-09-26,Delivered
SHIP-001422,SUP-017,PROD-0083,2024-03-02,2024-03-16,2024-03-21,Delayed
SHIP-001423,SUP-016,PROD-0027,2024-11-12,2024-11-17,2024-11-19,Delivered
SHIP-001424,SUP-018,PROD-0033,2024-10-11,2024-11-02,2024-10-31,Delivered
SHIP-001425,SUP-010,PROD-0024,2024-07-22,2024-08-12,2024-08-10,Delivered
SHIP-001426,SUP-001,PROD-0100,2024-04-29,2024-05-06,2024-05-07,Delivered
SHIP-001427,SUP-002,PROD-0042,2024-04-16,2024-05-10,2024-05-12,Delivered
SHIP-001428,SUP-009,PROD-0051,2024-05-29,2024-06-14,2024-06-16,Delivered
SHIP-001429,SUP-008,PROD-0018,2024-01-16,2024-02-08,2024-02-09,Delivered
SHIP-001430,SUP-017,PROD-0012,2024-05-10,2024-05-24,2024-05-23,Delivered
SHIP-001431,SUP-011,PROD-0047,2024-08-11,2024-09-10,2024-09-12,Delivered
SHIP-001432,SUP-007,PROD-0055,2024-01-05,2024-01-25,2024-01-26,Delivered
SHIP-001433,SUP-020,PROD-0008,2024-06-12,2024-07-02,2024-06-30,Delivered
SHIP-001434,SUP-002,PROD-0001,2024-01-08,2024-02-01,2024-01-30,Delivered
SHIP-001435,SUP-004,PROD-0020,2024-11-10,2024-11-26,2024-12-06,Delayed
SHIP-001436,SUP-018,PROD-0066,2024-01-02,2024-01-24,2024-01-30,Delayed
SHIP-001437,SUP-012,PROD-0047,2024-11-15,2024-12-13,2024-12-17,Delayed
SHIP-001438,SUP-006,PROD-0076,2024-04-30,2024-05-19,2024-05-19,Delivered
SHIP-001439,SUP-007,PROD-0013,2024-01-17,2024-02-06,2024-02-07,Delivered
SHIP-001440,SUP-020,PROD-0035,2024-07-06,2024-07-26,2024-07-25,Delivered
SHIP-001441,SUP-016,PROD-0009,2024-07-02,2024-07-07,2024-07-11,Delayed
SHIP-001442,SUP-001,PROD-0063,2024-07-25,2024-08-01,2024-08-01,Delivered
SHIP-001443,SUP-006,PROD-0009,2024-07-05,2024-07-24,2024-07-24,Delivered
SHIP-001444,SUP-003,PROD-0064,2024-09-23,2024-10-13,2024-10-12,Delivered
SHIP-001445,SUP-014,PROD-0094,2024-10-11,2024-10-18,2024-10-16,Delivered
SHIP-001446,SUP-010,PROD-0048,2024-12-16,2025-01-06,2025-01-16,Delayed
SHIP-001447,SUP-011,PROD-0018,2024-01-02,2024-02-01,2024-02-10,Delayed
SHIP-001448,SUP-005,PROD-0047,2024-01-31,2024-02-05,2024-02-13,Delayed
SHIP-001449,SUP-009,PROD-0055,2024-06-10,2024-06-26,2024-06-28,Delivered
SHIP-001450,SUP-011,PROD-0014,2024-11-16,2024-12-16,2024-12-23,Delayed
SHIP-001451,SUP-012,PROD-0096,2024-02-29,2024-03-28,2024-03-29,Delivered
SHIP-001452,SUP-005,PROD-0003,2024-01-04,2024-01-09,2024-01-18,Delayed
SHIP-001453,SUP-001,PROD-0079,2024-07-13,2024-07-20,2024-07-21,Delivered
SHIP-001454,SUP-008,PROD-0012,2024-12-11,2025-01-03,,Pending
SHIP-001455,SUP-001,PROD-0024,2024-08-13,2024-08-20,2024-08-18,Delivered
SHIP-001456,SUP-005,PROD-0035,2024-12-20,2024-12-25,2024-12-25,Delivered
SHIP-001457,SUP-010,PROD-0044,2024-07-11,2024-08-01,2024-08-03,Delivered
SHIP-001458,SUP-010,PROD-0025,2024-02-16,2024-03-08,2024-03-08,Delivered
SHIP-001459,SUP-018,PROD-0067,2024-04-19,2024-05-11,2024-05-12,Delivered
SHIP-001460,SUP-013,PROD-0075,2024-11-13,2024-11-29,2024-12-07,Delayed
SHIP-001461,SUP-016,PROD-0061,2024-08-22,2024-08-27,2024-08-27,Delivered
SHIP-001462,SUP-019,PROD-0081,2024-05-14,2024-05-18,2024-05-16,Delivered
SHIP-001463,SUP-009,PROD-0077,2024-07-15,2024-07-31,2024-07-31,Delivered
SHIP-001464,SUP-012,PROD-0008,2024-04-02,2024-04-30,2024-04-30,Delivered
SHIP-001465,SUP-009,PROD-0003,2024-04-09,2024-04-25,2024-04-27,Delivered
SHIP-001466,SUP-005,PROD-0058,2024-10-06,2024-10-11,2024-10-11,Delivered
SHIP-001467,SUP-016,PROD-0016,2024-11-07,2024-11-12,2024-11-13,Delivered
SHIP-001468,SUP-004,PROD-0054,2024-10-28,2024-11-13,2024-11-11,Delivered
SHIP-001469,SUP-006,PROD-0078,2024-10-06,2024-10-25,2024-10-23,Delivered
SHIP-001470,SUP-017,PROD-0007,2024-09-20,2024-10-04,2024-10-04,Delivered
SHIP-001471,SUP-015,PROD-0049,2024-09-21,2024-10-18,2024-10-18,Delivered
SHIP-001472,SUP-001,PROD-0042,2024-02-25,2024-03-03,2024-03-01,Delivered
SHIP-001473,SUP-014,PROD-0052,2024-04-08,2024-04-15,2024-04-14,Delivered
SHIP-001474,SUP-009,PROD-0022,2024-06-05,2024-06-21,2024-06-21,Delivered
SHIP-001475,SUP-004,PROD-0066,2024-06-19,2024-07-05,2024-07-06,Delivered
SHIP-001476,SUP-014,PROD-0038,2024-03-02,2024-03-09,2024-03-15,Delayed
SHIP-001477,SUP-010,PROD-0003,2024-08-18,2024-09-08,2024-09-07,Delivered
SHIP-001478,SUP-017,PROD-0039,2024-03-21,2024-04-04,2024-04-06,Delivered
SHIP-001479,SUP-018,PROD-0074,2024-04-16,2024-05-08,2024-05-15,Delayed
SHIP-001480,SUP-018,PROD-0030,2024-05-30,2024-06-21,2024-06-19,Delivered
SHIP-001481,SUP-003,PROD-0055,2024-12-17,2025-01-06,,In Transit
SHIP-001482,SUP-009,PROD-0036,2024-06-18,2024-07-04,2024-07-07,Delayed
SHIP-001483,SUP-002,PROD-0033,2024-01-21,2024-02-14,2024-02-14,Delivered
SHIP-001484,SUP-001,PROD-0087,2024-07-24,2024-07-31,2024-08-02,Delivered
SHIP-001485,SUP-005,PROD-0081,2024-09-05,2024-09-10,2024-09-09,Delivered
SHIP-001486,SUP-018,PROD-0067,2024-01-30,2024-02-21,2024-02-20,Delivered
SHIP-001487,SUP-008,PROD-0031,2024-08-02,2024-08-25,2024-08-27,Delivered
SHIP-001488,SUP-016,PROD-0091,2024-04-11,2024-04-16,2024-04-14,Delivered
